CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr1	228649774	228649853	+	MIR4666A	N
chr1	228675067	228683889	+	RNF187	N
chr1	228698059	228699989	-	BTNL10	N
chr1	228746044	228746094	-	MIR7641-2	N
chr1	228780393	228882416	+	RHOU	Y
chr1	228780656	228788159	+	DUSP5P1	Y
chr1	229310429	229310548	-	MIR4454	N
chr1	229406808	229441640	+	RAB4A	Y
chr1	229440128	229441250	+	SPHAR	Y
chr1	229456751	229478688	-	CCSAP	N
chr1	229566992	229569843	-	ACTA1	N
chr1	229577043	229644088	-	NUP133	N
chr1	229644176	229649834	+	LOC101927478	N
chr1	229652328	229694442	-	ABCB10	N
chr1	229728865	229761794	-	TAF5L	N
chr1	229761962	229795947	+	URB2	N
chr1	230138463	230142909	+	LOC101927532	N
chr1	230193535	230417876	+	GALNT2	N
chr1	230457391	230561674	-	PGBD5	N
chr1	230778201	230829731	+	COG2	N
chr1	230838271	230850336	-	AGT	N
chr1	230883129	230937518	+	CAPN9	N
chr1	230972864	231005335	-	C1orf198	N
chr1	231010591	231014761	+	LOC101927604	N
chr1	231041986	231114618	-	TTC13	N
chr1	231114822	231136479	+	ARV1	N
chr1	231154703	231175995	-	FAM89A	Y
chr1	231155573	231155670	-	MIR1182	Y
chr1	231298673	231357314	+	TRIM67	Y
chr1	231319844	231323373	-	LOC149373	Y
chr1	231359508	231376933	-	C1orf131	Y
chr1	231376918	231413719	+	GNPAT	Y
chr1	231468476	231473618	-	EXOC8	N
chr1	231473681	231490773	+	SPRTN	N
chr1	231499496	231560790	-	EGLN1	N
chr1	231611509	231612271	-	SNRPD2P2	N
chr1	231664398	231702269	+	TSNAX	Y
chr1	231664398	232177019	+	TSNAX-DISC1	Y
chr1	231727037	231747836	-	LINC00582	Y
chr1	231762560	232177019	+	DISC1	Y
chr1	231950371	231954263	-	DISC2	Y
chr1	232061579	232080951	+	DISC1-IT1	Y
chr1	232533711	232651354	-	SIPA1L2	N
chr1	232862999	232878461	-	LOC101927683	N
chr1	232940637	232946092	+	MAP10	N
chr1	233086369	233114219	+	NTPCR	N
chr1	233119881	233431459	-	PCNX2	N
chr1	233463513	233520894	+	KIAA1804	N
chr1	233749749	233808258	+	KCNK1	Y
chr1	233759897	233759965	+	MIR4427	Y
chr1	234040457	234460264	+	SLC35F3	Y
chr1	234442212	234442285	+	MIR4671	Y
chr1	234508552	234509339	-	LOC101927765	Y
chr1	234509182	234519795	+	COA6	Y
chr1	234527058	234614849	-	TARBP1	N
chr1	234663636	234667525	-	LINC01354	N
chr1	234740014	234745271	-	IRF2BP2	N
chr1	234765056	234770526	+	LINC00184	N
chr1	234782034	234796670	+	LOC101927787	N
chr1	234859788	234867390	+	LINC01132	N
chr1	235093089	235099746	-	LOC101927851	N
chr1	235272657	235292256	-	TOMM20	Y
chr1	235291117	235291252	-	SNORA14B	Y
chr1	235294497	235324571	-	RBM34	N
chr1	235330209	235491534	-	ARID4B	Y
chr1	235353348	235353431	-	MIR4753	Y
chr1	235491752	235507844	+	GGPS1	N
chr1	235530674	235612283	+	TBCE	Y
chr1	235610504	235667781	-	B3GALNT2	Y
chr1	235710984	235814054	-	GNG4	N
chr1	235824330	236047008	-	LYST	Y
chr1	236016299	236016360	-	MIR1537	Y
chr1	236139131	236228481	-	NID1	N
chr1	236305831	236372209	+	GPR137B	N
chr1	236378421	236445339	-	ERO1B	N
chr1	236557679	236648008	+	EDARADD	N
chr1	236681513	236716279	+	LGALS8	Y
chr1	236686368	236687808	-	LGALS8-AS1	Y
chr1	236712304	236767841	-	HEATR1	Y
chr1	236849753	236927927	+	ACTN2	N
chr1	236958580	237067281	+	MTR	N
chr1	237167402	237167718	-	MT1HL1	N
chr1	237205701	237997288	+	RYR2	Y
chr1	237634418	237634491	+	MIR4428	Y
chr1	238025474	238091619	+	LOC100130331	Y
chr1	238045676	238054222	-	ZP4	Y
chr1	238643683	238649317	-	LINC01139	N
chr1	239792372	240072717	+	CHRM3	Y
chr1	239870425	239882419	-	CHRM3-AS2	Y
chr1	240061318	240063172	-	CHRM3-AS1	Y
chr1	240170823	240176560	+	RPS7P5	N
chr1	240255184	240638489	+	FMN2	N
chr1	240640408	240912217	+	MIR1273E	Y
chr1	240652872	240775462	-	GREM2	Y
chr1	240938813	241520530	-	RGS7	Y
chr1	241295571	241295646	+	MIR3123	Y
chr1	241660856	241683085	-	FH	N
chr1	241695433	241758949	+	KMO	Y
chr1	241756451	241803701	-	OPN3	Y
chr1	241792166	241799232	-	CHML	Y
chr1	241815579	241965434	+	WDR64	N
chr1	242011492	242053241	+	EXO1	N
chr1	242121068	242122364	+	BECN2	N
chr1	242158791	242162385	-	MAP1LC3C	N
chr1	242251688	242687998	-	PLD5	N
chr1	243219615	243265046	-	LINC01347	N
chr1	243287729	243418708	-	CEP170	N
chr1	243419306	243663393	+	SDCCAG8	Y
chr1	243509477	243509557	+	MIR4677	Y
chr1	243651534	244006886	-	AKT3	Y
chr1	244080703	244210619	+	LOC339529	N
chr1	244212240	244220780	+	ZBTB18	N
chr1	244515936	244552388	+	C1orf100	N
chr1	244571793	244615436	-	ADSS	N
chr1	244624672	244803662	+	C1orf101	N
chr1	244816349	244872336	+	DESI2	N
chr1	244998607	245008365	+	COX20	N
chr1	245013601	245027827	-	HNRNPU	Y
chr1	245017388	245017519	-	SNORA100	Y
chr1	245128505	245134171	-	LOC101928068	Y
chr1	245133170	245288530	+	EFCAB2	Y
chr1	245318286	245866428	+	KIF26B	N
chr1	245912641	246670644	-	SMYD3	N
chr1	246679340	246687589	-	LOC255654	N
chr1	246703862	246729565	-	TFB2M	N
chr1	246729638	246831884	+	CNST	N
chr1	246887377	246931440	+	SCCPDH	N
chr1	246952918	246954788	+	LINC01341	N
chr1	247002399	247095280	-	AHCTF1	N
chr1	247108848	247171395	-	ZNF695	Y
chr1	247108848	247242115	-	ZNF670-ZNF695	Y
chr1	247197939	247242115	-	ZNF670	Y
chr1	247263263	247267674	-	ZNF669	N
chr1	247273461	247275719	-	C1orf229	N
chr1	247285276	247335319	-	ZNF124	N
chr1	247365268	247365362	-	MIR3916	N
chr1	247419373	247420447	+	VN1R5	N
chr1	247463621	247495045	-	ZNF496	N
chr1	247579457	247612406	+	NLRP3	N
chr1	247614330	247615284	-	OR2B11	N
chr1	247654369	247655711	+	OR2W5	N
chr1	247670359	247740992	+	GCSAML	Y
chr1	247687980	247694106	-	GCSAML-AS1	Y
chr1	247693433	247697141	-	OR2C3	Y
chr1	247751661	247752615	+	OR2G2	N
chr1	247768887	247769817	+	OR2G3	N
chr1	247835419	247836343	-	OR13G1	N
chr1	247875130	247876057	-	OR6F1	N
chr1	247920763	247921708	-	OR1C1	N
chr1	247978101	247979031	-	OR14A16	N
chr1	248004229	248005198	-	OR11L1	N
chr1	248020500	248043438	+	TRIM58	N
chr1	248058888	248059833	+	OR2W3	N
chr1	248084319	248085258	+	OR2T8	N
chr1	248100330	248264224	+	OR2L13	Y
chr1	248112159	248113098	+	OR2L8	Y
chr1	248128633	248129641	+	OR2AK2	Y
chr1	248153568	248154493	+	OR2L1P	Y
chr1	248185249	248186188	+	OR2L5	Y
chr1	248201473	248202607	+	OR2L2	Y
chr1	248223983	248224922	+	OR2L3	Y
chr1	248285437	248286082	+	OR2M1P	N
chr1	248308449	248309388	+	OR2M5	N
chr1	248343287	248344331	+	OR2M2	N
chr1	248366369	248367308	+	OR2M3	N
chr1	248402230	248403166	+	OR2M4	N
chr1	248436153	248437116	-	OR2T33	N
chr1	248457917	248458880	-	OR2T12	N
chr1	248486931	248487870	-	OR2M7	N
chr1	248512076	248513015	+	OR14C36	N
chr1	248524882	248525929	+	OR2T4	N
chr1	248550909	248551836	+	OR2T6	N
chr1	248569295	248570405	+	OR2T1	N
chr1	248616098	248617073	+	OR2T2	N
chr1	248636651	248637608	+	OR2T3	N
chr1	248651889	248652837	+	OR2T5	N
chr1	248684947	248685898	+	OR2G6	N
chr1	248721844	248722792	-	OR2T29	N
chr1	248737101	248738058	-	OR2T34	N
chr1	248756130	248757069	-	OR2T10	N
chr1	248789478	248790429	-	OR2T11	N
chr1	248801587	248802559	-	OR2T35	N
chr1	248813231	248814185	-	OR2T27	N
chr1	248844669	248845605	-	OR14I1	N
chr1	248860362	248862411	+	LOC101928226	N
chr1	248902716	248903151	-	LYPD8	N
chr1	249104644	249120484	-	SH3BP5L	N
chr1	249120575	249120642	+	MIR3124	N
chr1	249132376	249143716	+	ZNF672	N
chr1	249144202	249153315	-	ZNF692	N
chr1	249200441	249213345	+	PGBD2	N
chr10	92827	95178	-	TUBB8	N
chr10	180404	300577	+	ZMYND11	N
chr10	320129	735608	-	DIP2C	Y
chr10	327976	328026	-	MIR7641-2	Y
chr10	687628	687718	-	MIR5699	Y
chr10	695887	711109	+	PRR26	Y
chr10	852853	977645	-	LARP4B	N
chr10	978965	988683	+	LOC101927762	N
chr10	1034348	1063708	+	GTPBP4	N
chr10	1064846	1071799	-	IDI2	Y
chr10	1068576	1090141	+	IDI2-AS1	Y
chr10	1085359	1102656	-	IDI1	Y
chr10	1102775	1178237	+	WDR37	N
chr10	1205707	1210612	+	LINC00200	N
chr10	1223252	1779670	-	ADARB2	Y
chr10	1568824	1599179	+	ADARB2-AS1	Y
chr10	2047666	2056542	-	LINC00700	N
chr10	2118212	2118283	-	MIR6072	N
chr10	2342512	2357268	-	LINC00701	N
chr10	2488446	2543654	-	LOC105376351	N
chr10	3109711	3178997	+	PFKP	Y
chr10	3176295	3176490	+	SNORD142	Y
chr10	3179918	3215033	-	PITRM1	Y
chr10	3183792	3190821	+	PITRM1-AS1	Y
chr10	3360886	3792955	+	LOC105376360	N
chr10	3818187	3827473	-	KLF6	N
chr10	3876141	3876920	+	LOC105376365	N
chr10	4033351	4033451	+	MIR6078	N
chr10	4093917	4131205	+	LOC101927964	N
chr10	4249067	4286104	-	LINC00702	N
chr10	4426437	4452804	+	LINC00703	N
chr10	4692376	4720262	-	LINC00704	Y
chr10	4698347	4704606	+	LINC00705	Y
chr10	4868368	4890251	+	AKR1E2	N
chr10	4913858	4958465	-	AKR1C6P	N
chr10	5005453	5020158	+	AKR1C1	N
chr10	5029967	5060225	-	AKR1C2	N
chr10	5090957	5149878	+	AKR1C3	N
chr10	5196654	5227150	-	AKR1C8P	N
chr10	5238797	5260910	+	AKR1C4	N
chr10	5406971	5416655	+	UCN3	N
chr10	5435060	5446793	-	TUBAL3	N
chr10	5454513	5501019	+	NET1	N
chr10	5540657	5541533	-	CALML5	N
chr10	5556206	5568209	-	CALML3-AS1	Y
chr10	5566851	5568231	+	CALML3	Y
chr10	5636947	5638081	-	LOC105376382	N
chr10	5680819	5708558	-	ASB13	N
chr10	5726800	5805703	+	FAM208B	N
chr10	5807185	5855512	-	GDI2	N
chr10	5903688	5931860	-	ANKRD16	Y
chr10	5931534	5979558	+	FBXO18	Y
chr10	5994333	6020150	-	IL15RA	N
chr10	6052656	6104333	-	IL2RA	N
chr10	6130948	6159422	+	RBM17	N
chr10	6186840	6277507	+	PFKFB3	Y
chr10	6194158	6194240	+	MIR3155A	Y
chr10	6194169	6194225	-	MIR3155B	Y
chr10	6368506	6377943	+	LOC399715	N
chr10	6436058	6622608	-	PRKCQ	Y
chr10	6622386	6627323	+	PRKCQ-AS1	Y
chr10	6660677	6681743	+	LOC101928150	N
chr10	6816264	6821142	-	LINC00706	N
chr10	6821559	6884868	+	LINC00707	N
chr10	7200585	7453448	-	SFMBT2	Y
chr10	7228641	7228746	-	SNORD129	Y
chr10	7601231	7708961	-	ITIH5	N
chr10	7745235	7791483	+	ITIH2	N
chr10	7792924	7829990	-	KIN	N
chr10	7830066	7849762	+	ATP5C1	N
chr10	7860466	8057016	+	TAF3	N
chr10	8092412	8095447	-	GATA3-AS1	N
chr10	8096666	8117164	+	GATA3	N
chr10	8301294	8310268	-	LINC00708	N
chr10	8614709	8636354	-	LOC105376398	N
chr10	8939951	8956559	+	LOC105755953	N
chr10	9239328	9337556	-	LOC101928272	Y
chr10	9317575	9329019	+	LINC00709	Y
chr10	10100684	10105465	+	LOC101928298	N
chr10	10461500	10504312	-	LOC101928322	N
chr10	10504477	11378672	+	CELF2	Y
chr10	10826401	10836877	-	SFTA1P	Y
chr10	10976902	10994126	-	LINC00710	Y
chr10	11113505	11147451	-	CELF2-AS2	Y
chr10	11358795	11386673	-	CELF2-AS1	Y
chr10	11502508	11653788	-	USP6NL	N
chr10	11784355	11806065	+	ECHDC3	N
chr10	11865396	11914276	+	PROSER2	Y
chr10	11891606	11936709	-	PROSER2-AS1	Y
chr10	11962020	12085169	-	UPF2	N
chr10	12110915	12165227	+	DHTKD1	N
chr10	12171639	12211957	+	SEC61A2	Y
chr10	12172758	12172815	-	MIR548AK	Y
chr10	12207326	12238143	-	NUDT5	Y
chr10	12237960	12292589	+	CDC123	Y
chr10	12391541	12877545	+	CAMK1D	Y
chr10	12620751	12620822	+	MIR4480	Y
chr10	12695136	12695196	-	MIR4481	Y
chr10	12767252	12767352	-	MIR548Q	Y
chr10	12938624	13141773	-	CCDC3	N
chr10	13142081	13180276	+	OPTN	N
chr10	13203553	13253104	+	MCM10	N
chr10	13263765	13276328	-	UCMA	N
chr10	13319795	13342130	-	PHYH	N
chr10	13359437	13390298	-	SEPHS1	N
chr10	13480483	13544976	-	BEND7	N
chr10	13628938	13672868	+	PRPF18	N
chr10	13685705	14372883	-	FRMD4A	Y
chr10	14116282	14129878	+	LOC101928453	Y
chr10	14425198	14425276	-	MIR4293	N
chr10	14478574	14478660	+	MIR1265	N
chr10	14560555	14816896	-	FAM107B	N
chr10	14861250	14879983	-	CDNF	N
chr10	14880158	14913740	+	HSPA14	N
chr10	14920781	14946304	+	SUV39H2	N
chr10	14946609	14996431	-	DCLRE1C	N
chr10	15001437	15014850	+	MEIG1	Y
chr10	15014562	15030046	+	LOC105376430	Y
chr10	15085894	15115851	+	OLAH	N
chr10	15117473	15130775	-	ACBD7	N
chr10	15137383	15139318	-	C10orf111	Y
chr10	15139178	15146256	+	RPP38	Y
chr10	15147770	15210709	-	NMT2	Y
chr10	15196720	15197346	-	PPIAP30	Y
chr10	15253643	15413058	-	FAM171A1	N
chr10	15555947	15762334	-	ITGA8	N
chr10	15820167	15902532	-	FAM188A	N
chr10	16478941	16555744	+	PTER	Y
chr10	16555741	16564004	-	C1QL3	Y
chr10	16632616	16859453	-	RSU1	N
chr10	16865964	17171816	-	CUBN	N
chr10	17179334	17244070	-	TRDMT1	N
chr10	17256237	17271984	-	VIM-AS1	Y
chr10	17270257	17279592	+	VIM	Y
chr10	17362675	17496254	-	ST8SIA6	Y
chr10	17428934	17450285	+	ST8SIA6-AS1	Y
chr10	17631957	17659373	-	HACD1	N
chr10	17683282	17685917	-	STAM-AS1	N
chr10	17686123	17758821	+	STAM	N
chr10	17794259	18089854	+	TMEM236	Y
chr10	17851341	18200091	+	MRC1	Y
chr10	17887106	17887193	+	MIR511	Y
chr10	18240767	18332221	+	SLC39A12	Y
chr10	18290714	18299491	-	SLC39A12-AS1	Y
chr10	18429605	18830688	+	CACNB2	N
chr10	18834135	18940566	-	NSUN6	N
chr10	18948312	18966940	+	ARL5B	N
chr10	19337699	20023407	+	MALRD1	Y
chr10	19999263	20017479	-	LOC101928834	Y
chr10	20105371	20578784	+	PLXDC2	N
chr10	20840898	20840975	+	MIR4675	N
chr10	21068902	21463116	-	NEBL	Y
chr10	21414691	21435488	-	C10orf113	Y
chr10	21462918	21463852	+	NEBL-AS1	Y
chr10	21783420	21786213	-	CASC10	Y
chr10	21785490	21785570	-	MIR1915	Y
chr10	21802408	21814611	-	SKIDA1	N
chr10	21822277	22032559	+	MLLT10	N
chr10	22045476	22292650	-	DNAJC1	N
chr10	22497742	22498912	-	EBLN1	N
chr10	22541000	22547477	+	LOC100130992	N
chr10	22605311	22609246	+	COMMD3	Y
chr10	22605311	22620414	+	COMMD3-BMI1	Y
chr10	22610138	22620414	+	BMI1	Y
chr10	22634373	22706539	+	SPAG6	N
chr10	22724353	22726858	-	LOC100499489	N
chr10	22823765	23003503	-	PIP4K2A	N
chr10	23216952	23327452	+	ARMC3	N
chr10	23384426	23410942	+	MSRB2	N
chr10	23481459	23483181	+	PTF1A	N
chr10	23605519	23633772	-	C10orf67	N
chr10	23682333	23682396	+	MIR1254-2	N
chr10	23728197	23731310	+	OTUD1	N
chr10	23983674	24836777	+	KIAA1217	Y
chr10	24564613	24564710	+	MIR603	Y
chr10	24872537	25012597	-	ARHGAP21	N
chr10	25137535	25241573	-	PRTFDC1	N
chr10	25270907	25351208	-	ENKUR	Y
chr10	25305507	25315593	+	THNSL1	Y
chr10	25401986	25450162	+	LINC01516	Y
chr10	25447000	25465205	-	GPR158-AS1	Y
chr10	25464289	25891157	+	GPR158	Y
chr10	25940640	26021864	+	LINC00836	N
chr10	26213306	26222639	-	LOC101929073	N
chr10	26223001	26501465	+	MYO3A	N
chr10	26505235	26593491	+	GAD2	N
chr10	26727265	26856732	+	APBB1IP	N
chr10	26866614	26868236	-	LOC101929117	N
chr10	26878793	26883251	+	LINC00264	N
chr10	26932036	26942383	+	LINC00202-2	N
chr10	26986352	27035726	+	PDSS1	Y
chr10	27035524	27150016	-	ABI1	Y
chr10	27220134	27230930	-	LINC00202-1	N
chr10	27293044	27389427	-	ANKRD26	N
chr10	27399039	27443349	-	YME1L1	N
chr10	27443752	27476882	+	MASTL	N
chr10	27484142	27531068	-	ACBD5	N
chr10	27534781	27541235	-	LRRC37A6P	N
chr10	27687116	27703297	-	PTCHD3	N
chr10	27793102	27831166	+	RAB18	N
chr10	27961802	28034778	-	MKX	Y
chr10	28033543	28056728	+	MKX-AS1	Y
chr10	28101092	28287979	-	ARMC4	N
chr10	28339922	28591995	-	MPP7	Y
chr10	28362165	28362307	-	SNORD130	Y
chr10	28578186	28578279	-	MIR8086	Y
chr10	28721936	28784742	-	LOC105376468	N
chr10	28808845	28821283	-	WAC-AS1	N
chr10	28821516	28912041	+	WAC	N
chr10	28966423	28971868	+	BAMBI	N
chr10	29032578	29097148	+	LINC01517	Y
chr10	29078239	29084979	-	LINC00837	Y
chr10	29135336	29170826	+	C10orf126	N
chr10	29577989	29600158	+	LYZL1	N
chr10	29698462	29776785	+	SVIL-AS1	Y
chr10	29746276	30025930	-	SVIL	Y
chr10	29833932	29834026	-	MIR604	Y
chr10	29891192	29891275	-	MIR938	Y
chr10	30301728	30348488	-	KIAA1462	N
chr10	30500780	30521619	+	LOC101929279	N
chr10	30598729	30638267	-	MTPAP	N
chr10	30653255	30660836	-	GOLGA2P6	Y
chr10	30657525	30657594	-	MIR7162	Y
chr10	30722949	30750762	+	MAP3K8	N
chr10	30900707	30918647	-	LYZL2	N
chr10	30981202	31005942	+	SVILP1	N
chr10	31012147	31012669	+	LOC105376480	N
chr10	31133564	31320866	-	ZNF438	N
chr10	31476811	31550481	+	LOC101929352	N
chr10	31605456	31608024	-	ZEB1-AS1	Y
chr10	31607423	31818742	+	ZEB1	Y
chr10	32094325	32217804	-	ARHGAP12	N
chr10	32297937	32345371	-	KIF5B	N
chr10	32556643	32667726	-	EPC1	Y
chr10	32636291	32663416	+	LOC102031319	Y
chr10	32723296	32734984	-	LOC101929431	N
chr10	32735009	33171792	+	CCDC7	N
chr10	33189245	33247293	-	ITGB1	Y
chr10	33190261	33190400	-	SNORA86	Y
chr10	33466418	33623833	-	NRP1	N
chr10	34048640	34061608	-	LINC00838	N
chr10	34398487	35104253	-	PARD3	N
chr10	35104695	35105350	+	PARD3-AS1	N
chr10	35297478	35379570	-	CUL2	Y
chr10	35368525	35368608	-	MIR3611	Y
chr10	35415768	35501886	+	CREM	N
chr10	35535908	35861598	+	CCNY	N
chr10	35894337	35897863	+	GJD4	N
chr10	35927176	35930362	-	FZD8	Y
chr10	35930099	35930180	-	MIR4683	Y
chr10	36067229	36089848	+	PCAT5	N
chr10	37414784	37521495	+	ANKRD30A	N
chr10	37598113	37635956	+	LINC00993	N
chr10	37890365	37891859	-	MTRNR2L7	N
chr10	38065453	38147012	-	ZNF248	Y
chr10	38082865	38084103	-	ZNF33BP1	Y
chr10	38238794	38265453	-	ZNF25	N
chr10	38299577	38356762	+	ZNF33A	N
chr10	38383263	38439197	+	ZNF37A	N
chr10	38464598	38503273	+	LOC100129055	N
chr10	38645307	38667433	+	HSD17B7P2	N
chr10	38671997	38691780	-	SEPT7P9	N
chr10	38717073	38741081	+	LINC00999	N
chr10	38989726	38991371	+	ACTR3BP5	N
chr10	42827313	42863493	-	LOC441666	N
chr10	42903621	42967688	-	CCNYL2	N
chr10	42970938	42990785	+	LINC00839	N
chr10	43008960	43048318	-	ZNF37BP	N
chr10	43069630	43134285	-	ZNF33B	N
chr10	43168460	43187207	-	LINC01518	N
chr10	43246635	43250651	-	LOC283028	Y
chr10	43250589	43265069	+	LOC105378269	Y
chr10	43277953	43330385	+	BMS1	N
chr10	43366968	43369508	+	LOC101929445	N
chr10	43474464	43476955	-	LINC01264	N
chr10	43493010	43493129	+	MIR5100	N
chr10	43572516	43625797	+	RET	N
chr10	43633892	43680754	+	CSGALNACT2	N
chr10	43689980	43762367	-	RASGEF1A	N
chr10	43867091	43871783	+	FXYD4	N
chr10	43881064	43904696	-	HNRNPF	N
chr10	43932573	43978007	+	ZNF487	N
chr10	44051792	44070066	-	ZNF239	N
chr10	44101854	44113352	+	ZNF485	N
chr10	44124264	44170147	+	ZNF32-AS3	Y
chr10	44139306	44144326	-	ZNF32	Y
chr10	44139319	44140495	+	ZNF32-AS1	Y
chr10	44141389	44143467	+	ZNF32-AS2	Y
chr10	44273014	44274350	-	LOC102724264	N
chr10	44282859	44285865	-	HNRNPA3P1	N
chr10	44340753	44346070	+	LINC00619	N
chr10	44354858	44390881	+	LINC00840	N
chr10	44404743	44476713	+	LINC00841	N
chr10	44788197	44790097	+	C10orf142	N
chr10	44865600	44880545	-	CXCL12	N
chr10	45306471	45455137	-	TMEM72-AS1	Y
chr10	45406763	45432458	+	TMEM72	Y
chr10	45455218	45490172	+	RASSF4	Y
chr10	45471708	45474330	-	C10orf10	Y
chr10	45489379	45496358	-	C10orf25	Y
chr10	45496272	45500777	+	ZNF22	Y
chr10	45594923	45650044	-	RSU1P2	N
chr10	45650109	45681489	+	ANKRD30BP3	Y
chr10	45659461	45659536	+	MIR3156-1	Y
chr10	45798101	45811056	-	OR13A1	N
chr10	45869613	45941567	+	ALOX5	Y
chr10	45940015	45948569	-	LOC102724323	Y
chr10	45950032	46090354	-	MARCH8	N
chr10	46110948	46168261	-	ZFAND4	N
chr10	46222647	46288412	+	FAM21C	N
chr10	46321039	46349325	-	AGAP4	N
chr10	46550122	48827966	-	PTPN20	Y
chr10	46657134	46675788	-	FRMPD2B	Y
chr10	46737612	46762892	-	BMS1P5	Y
chr10	46897640	46939145	+	FAM35BP	Y
chr10	46951471	46966835	+	LOC102724593	Y
chr10	46955443	46970601	-	SYT15	Y
chr10	46993545	47000568	+	GPRIN2	Y
chr10	47083533	47088320	+	NPY4R	Y
chr10	47086724	47088173	+	CH17-360D5.1	Y
chr10	47096453	47151400	-	LINC00842	Y
chr10	47133294	47133836	-	HNRNPA1P33	Y
chr10	47157983	47174143	-	ANXA8	Y
chr10	47177203	49207825	-	FAM25C	Y
chr10	47177221	49207825	-	FAM25G	Y
chr10	47191843	47213626	-	AGAP9	Y
chr10	47225570	47243511	-	BMS1P6	Y
chr10	47379719	47421238	+	FAM35DP	Y
chr10	47590260	47640844	-	ANTXRLP1	Y
chr10	47658232	47701443	+	ANTXRL	Y
chr10	47740303	47744822	+	FAM25BP	Y
chr10	47746849	47763040	+	ANXA8L1	Y
chr10	48155942	48158691	+	CTSLP2	Y
chr10	48215723	48237508	+	AGAP9	Y
chr10	48247661	48252125	+	FAM25G	Y
chr10	48247661	48252143	+	FAM25C	Y
chr10	48255203	48271368	+	ANXA8	Y
chr10	48324787	48332197	-	LOC107001062	Y
chr10	48324886	48325973	+	LOC105378292	Y
chr10	48355088	48373866	+	ZNF488	Y
chr10	48381486	48390991	-	RBP3	Y
chr10	48413091	48416872	-	GDF2	Y
chr10	48425787	48439138	-	GDF10	Y
chr10	48952591	48980339	+	GLUD1P7	Y
chr10	49218158	49239658	-	AGAP12P	N
chr10	49364601	49482941	-	FRMPD2	N
chr10	49514681	49647402	+	MAPK8	N
chr10	49654067	49864310	-	ARHGAP22	N
chr10	49893517	50191001	+	WDFY4	Y
chr10	50117528	50122280	-	LRRC18	Y
chr10	50193556	50193632	-	MIR4294	N
chr10	50222289	50323577	-	VSTM4	N
chr10	50329883	50359592	+	FAM170B-AS1	Y
chr10	50339200	50342065	-	FAM170B	Y
chr10	50362768	50396445	-	C10orf128	N
chr10	50504327	50506938	-	C10orf71-AS1	N
chr10	50507186	50535537	+	C10orf71	N
chr10	50574160	50604062	-	DRGX	N
chr10	50662525	50747584	-	ERCC6	Y
chr10	50723150	50732327	-	PGBD3	Y
chr10	50817140	50873150	+	CHAT	Y
chr10	50818346	50820766	+	SLC18A3	Y
chr10	50887683	50916956	+	C10orf53	N
chr10	50942686	50970425	-	OGDHL	N
chr10	51026320	51371371	-	PARG	Y
chr10	51253907	51371344	-	PARGP1	Y
chr10	51371378	51747981	+	TIMM23B	Y
chr10	51464143	51486327	-	AGAP7P	Y
chr10	51549552	51562518	+	MSMB	Y
chr10	51565107	51590734	+	NCOA4	Y
chr10	51592080	51623386	-	TIMM23	Y
chr10	51748077	51770259	+	AGAP6	N
chr10	51780941	51827563	-	FAM21EP	N
chr10	51827647	51893269	+	FAM21A	N
chr10	51946999	52008370	-	ASAH2	N
chr10	52065344	52383737	-	SGMS1	N
chr10	52384710	52391396	+	SGMS1-AS1	N
chr10	52499447	52516946	+	ASAH2B	N
chr10	52559168	52645435	-	A1CF	N
chr10	52750910	54058110	+	PRKG1	Y
chr10	52822338	52828312	-	LOC102724719	Y
chr10	53059332	53059415	+	MIR605	Y
chr10	53455245	53459355	-	CSTF2T	Y
chr10	54056607	54073888	-	PRKG1-AS1	Y
chr10	54074040	54077417	+	DKK1	N
chr10	54210636	54230293	-	LINC01468	N
chr10	54525139	54531460	-	MBL2	N
chr10	55562532	56561051	-	PCDH15	Y
chr10	56245989	56415811	+	LOC105378311	Y
chr10	56367633	56367717	-	MIR548F1	Y
chr10	57358749	57360487	+	MTRNR2L5	N
chr10	58117198	58121034	-	ZWINT	N
chr10	59064238	59064319	-	MIR3924	N
chr10	59951277	60027694	-	IPMK	N
chr10	60028861	60049019	+	CISD1	N
chr10	60094738	60130513	+	UBE2D1	N
chr10	60144902	60158990	+	TFAM	N
chr10	60272903	60591197	+	BICC1	Y
chr10	60474774	60477293	+	FAM133CP	Y
chr10	60759277	60761377	+	LINC00844	N
chr10	60933722	60936224	-	CCEPR	N
chr10	60936347	61007534	+	PHYHIPL	Y
chr10	61005888	61122661	-	FAM13C	Y
chr10	61410521	61469837	-	SLC16A9	N
chr10	61496747	61513203	-	MRLN	N
chr10	61548505	61666414	-	CCDC6	N
chr10	61717974	61720671	-	LINC01553	N
chr10	61786055	62493284	-	ANK3	N
chr10	62538088	62554611	+	CDK1	N
chr10	62629197	62761198	-	RHOBTB1	N
chr10	62776032	62786175	+	LINC00845	N
chr10	63166399	63213208	-	TMEM26	Y
chr10	63212396	63253189	+	TMEM26-AS1	Y
chr10	63422718	63526091	+	C10orf107	N
chr10	63661012	63856707	+	ARID5B	N
chr10	63952844	64028622	-	RTKN2	N
chr10	64099346	64134886	-	LOC283045	Y
chr10	64133915	64431771	+	ZNF365	Y
chr10	64564515	64568239	+	ADO	N
chr10	64571755	64578927	-	EGR2	N
chr10	64893006	64914791	+	NRBF2	N
chr10	64926980	65281835	-	JMJD1C	Y
